"ID","year_id","coach_age","coach_level","coach_employer","coach_role","full","new","isHC","job_inx","HC_inx","last_job","tm_abbr","team","league_id","wins","losses","ties","g_playoffs","wins_playoffs","coach_remarks","coach_names","coach_first","coach_last"
"/coaches/AlleDe0.htm",2006,34,"NFL","New Orleans Saints","Asst. Defensive Line","NFL - New Orleans Saints - Asst. Defensive Line",TRUE,0,5,0,"NFL - Defensive Assistant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allen,Dennis","2012","2014"
"/coaches/AlleDe0.htm",2007,35,"NFL","New Orleans Saints","Asst. Defensive Line","NFL - New Orleans Saints - Asst. Defensive Line",FALSE,0,5,0,"NFL - Defensive Assistant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allen,Dennis","2012","2014"
"/coaches/AlleDe0.htm",2008,36,"NFL","New Orleans Saints","Secondary","NFL - New Orleans Saints - Secondary",TRUE,0,6,0,"NFL - Asst. Defensive Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allen,Dennis","2012","2014"
"/coaches/AlleDe0.htm",2009,37,"NFL","New Orleans Saints","Secondary","NFL - New Orleans Saints - Secondary",FALSE,0,6,0,"NFL - Asst. Defensive Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allen,Dennis","2012","2014"
"/coaches/AlleDe0.htm",2010,38,"NFL","New Orleans Saints","Secondary","NFL - New Orleans Saints - Secondary",FALSE,0,6,0,"NFL - Asst. Defensive Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allen,Dennis","2012","2014"
"/coaches/AlleDe0.htm",2011,39,"NFL","Denver Broncos","Defensive Coordinator","NFL - Denver Broncos - Defensive Coordinator",TRUE,0,7,0,"NFL - Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allen,Dennis","2012","2014"
"/coaches/AlleDe0.htm",2012,40,"NFL","Oakland Raiders","Head Coach","NFL - Oakland Raiders - Head Coach",TRUE,1,8,1,"NFL - Defensive Coordinator","rai","Oakland Raiders","NFL","4","12","0","",""," ","Allen,Dennis","2012","2014"
"/coaches/AlleDe0.htm",2013,41,"NFL","Oakland Raiders","Head Coach","NFL - Oakland Raiders - Head Coach",FALSE,1,8,1,"NFL - Defensive Coordinator","rai","Oakland Raiders","NFL","4","12","0","",""," ","Allen,Dennis","2012","2014"
"/coaches/AlleDe0.htm",2014,42,"NFL","Oakland Raiders","Head Coach","NFL - Oakland Raiders - Head Coach",FALSE,1,8,1,"NFL - Defensive Coordinator","rai","Oakland Raiders","NFL","0","4","0","","","Fired after week 4 ","Allen,Dennis","2012","2014"
"/coaches/AlleDe0.htm",2015,43,"NFL","New Orleans Saints","Defensive Assistant/Interim Defensive Coordinator","NFL - New Orleans Saints - Defensive Assistant/Interim Defensive Coordinator",TRUE,0,9,NA,"NFL - Head Coach",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allen,Dennis","2012","2014"
"/coaches/AlleDe0.htm",2016,44,"NFL","New Orleans Saints","Defensive Coordinator","NFL - New Orleans Saints - Defensive Coordinator",TRUE,0,10,NA,"NFL - Defensive Assistant/Interim Defensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allen,Dennis","2012","2014"
"/coaches/AlleDe0.htm",2017,45,"NFL","New Orleans Saints","Defensive Coordinator","NFL - New Orleans Saints - Defensive Coordinator",FALSE,0,10,NA,"NFL - Defensive Assistant/Interim Defensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allen,Dennis","2012","2014"
"/coaches/AlleDe0.htm",2018,46,"NFL","New Orleans Saints","Defensive Coordinator","NFL - New Orleans Saints - Defensive Coordinator",FALSE,0,10,NA,"NFL - Defensive Assistant/Interim Defensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allen,Dennis","2012","2014"
"/coaches/AlleDe0.htm",2019,47,"NFL","New Orleans Saints","Defensive Coordinator","NFL - New Orleans Saints - Defensive Coordinator",FALSE,0,10,NA,"NFL - Defensive Assistant/Interim Defensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allen,Dennis","2012","2014"
"/coaches/AriaBr0.htm",1975,23,"College","Virginia Tech","Graduate Assistant","College - Virginia Tech - Graduate Assistant",TRUE,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1976,24,"College","Virginia Tech","Graduate Assistant","College - Virginia Tech - Graduate Assistant",FALSE,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1977,25,"College","Virginia Tech","Graduate Assistant","College - Virginia Tech - Graduate Assistant",FALSE,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1978,26,"College","Mississippi State","RB/WR","College - Mississippi State - RB/WR",TRUE,0,2,0,"College - Graduate Assistant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1979,27,"College","Mississippi State","RB/WR","College - Mississippi State - RB/WR",FALSE,0,2,0,"College - Graduate Assistant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1980,28,"College","Mississippi State","RB/WR","College - Mississippi State - RB/WR",FALSE,0,2,0,"College - Graduate Assistant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1981,29,"College","Alabama","Running Backs","College - Alabama - Running Backs",TRUE,0,3,0,"College - RB/WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1982,30,"College","Alabama","Running Backs","College - Alabama - Running Backs",FALSE,0,3,0,"College - RB/WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1983,31,"College","Temple","Head Coach","College - Temple - Head Coach",TRUE,0,4,0,"College - Running Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1984,32,"College","Temple","Head Coach","College - Temple - Head Coach",FALSE,0,4,0,"College - Running Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1985,33,"College","Temple","Head Coach","College - Temple - Head Coach",FALSE,0,4,0,"College - Running Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1986,34,"College","Temple","Head Coach","College - Temple - Head Coach",FALSE,0,4,0,"College - Running Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1987,35,"College","Temple","Head Coach","College - Temple - Head Coach",FALSE,0,4,0,"College - Running Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1988,36,"College","Temple","Head Coach","College - Temple - Head Coach",FALSE,0,4,0,"College - Running Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1989,37,"NFL","Kansas City Chiefs","Running Backs","NFL - Kansas City Chiefs - Running Backs",TRUE,0,5,0,"College - Head Coach",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1990,38,"NFL","Kansas City Chiefs","Running Backs","NFL - Kansas City Chiefs - Running Backs",FALSE,0,5,0,"College - Head Coach",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1991,39,"NFL","Kansas City Chiefs","Running Backs","NFL - Kansas City Chiefs - Running Backs",FALSE,0,5,0,"College - Head Coach",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1992,40,"NFL","Kansas City Chiefs","Running Backs","NFL - Kansas City Chiefs - Running Backs",FALSE,0,5,0,"College - Head Coach",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1993,41,"College","Mississippi State","Offensive Coordinator","College - Mississippi State - Offensive Coordinator",TRUE,0,6,0,"NFL - Running Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1994,42,"College","Mississippi State","Offensive Coordinator","College - Mississippi State - Offensive Coordinator",FALSE,0,6,0,"NFL - Running Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1995,43,"College","Mississippi State","Offensive Coordinator","College - Mississippi State - Offensive Coordinator",FALSE,0,6,0,"NFL - Running Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1996,44,"NFL","New Orleans Saints","Tight Ends","NFL - New Orleans Saints - Tight Ends",TRUE,0,7,0,"College - Offensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1997,45,"College","Alabama","Offensive Coordinator","College - Alabama - Offensive Coordinator",TRUE,0,8,0,"NFL - Tight Ends",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1998,46,"NFL","Indianapolis Colts","Quarterbacks","NFL - Indianapolis Colts - Quarterbacks",TRUE,0,9,0,"College - Offensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",1999,47,"NFL","Indianapolis Colts","Quarterbacks","NFL - Indianapolis Colts - Quarterbacks",FALSE,0,9,0,"College - Offensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2000,48,"NFL","Indianapolis Colts","Quarterbacks","NFL - Indianapolis Colts - Quarterbacks",FALSE,0,9,0,"College - Offensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2001,49,"NFL","Cleveland Browns","Offensive Coordinator","NFL - Cleveland Browns - Offensive Coordinator",TRUE,0,10,0,"NFL - Quarterbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2002,50,"NFL","Cleveland Browns","Offensive Coordinator","NFL - Cleveland Browns - Offensive Coordinator",FALSE,0,10,0,"NFL - Quarterbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2003,51,"NFL","Cleveland Browns","Offensive Coordinator","NFL - Cleveland Browns - Offensive Coordinator",FALSE,0,10,0,"NFL - Quarterbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2004,52,"NFL","Pittsburgh Steelers","Wide Receivers","NFL - Pittsburgh Steelers - Wide Receivers",TRUE,0,11,0,"NFL - Offensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2005,53,"NFL","Pittsburgh Steelers","Wide Receivers","NFL - Pittsburgh Steelers - Wide Receivers",FALSE,0,11,0,"NFL - Offensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2006,54,"NFL","Pittsburgh Steelers","Wide Receivers","NFL - Pittsburgh Steelers - Wide Receivers",FALSE,0,11,0,"NFL - Offensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2007,55,"NFL","Pittsburgh Steelers","Offensive Coordinator","NFL - Pittsburgh Steelers - Offensive Coordinator",TRUE,0,12,0,"NFL - Wide Receivers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2008,56,"NFL","Pittsburgh Steelers","Offensive Coordinator","NFL - Pittsburgh Steelers - Offensive Coordinator",FALSE,0,12,0,"NFL - Wide Receivers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2009,57,"NFL","Pittsburgh Steelers","Offensive Coordinator","NFL - Pittsburgh Steelers - Offensive Coordinator",FALSE,0,12,0,"NFL - Wide Receivers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2010,58,"NFL","Pittsburgh Steelers","Offensive Coordinator","NFL - Pittsburgh Steelers - Offensive Coordinator",FALSE,0,12,0,"NFL - Wide Receivers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2011,59,"NFL","Pittsburgh Steelers","Offensive Coordinator","NFL - Pittsburgh Steelers - Offensive Coordinator",FALSE,0,12,0,"NFL - Wide Receivers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2012,60,"NFL","Indianapolis Colts","Offensive Coordinator/Interim Head Coach","NFL - Indianapolis Colts - Offensive Coordinator/Interim Head Coach",TRUE,1,13,1,"NFL - Offensive Coordinator","clt","Indianapolis Colts","NFL","9","3","0","","","As interim coach, league awarded all W-L to Chuck Paganoand record is not reflected in career totals","Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2013,61,"NFL","Arizona Cardinals","Head Coach","NFL - Arizona Cardinals - Head Coach",TRUE,1,14,2,"NFL - Offensive Coordinator/Interim Head Coach","crd","Arizona Cardinals","NFL","10","6","0","",""," ","Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2014,62,"NFL","Arizona Cardinals","Head Coach","NFL - Arizona Cardinals - Head Coach",FALSE,1,14,2,"NFL - Offensive Coordinator/Interim Head Coach","crd","Arizona Cardinals","NFL","11","5","0","1","0"," ","Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2015,63,"NFL","Arizona Cardinals","Head Coach","NFL - Arizona Cardinals - Head Coach",FALSE,1,14,2,"NFL - Offensive Coordinator/Interim Head Coach","crd","Arizona Cardinals","NFL","13","3","0","2","1"," ","Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2016,64,"NFL","Arizona Cardinals","Head Coach","NFL - Arizona Cardinals - Head Coach",FALSE,1,14,2,"NFL - Offensive Coordinator/Interim Head Coach","crd","Arizona Cardinals","NFL","7","8","1","",""," ","Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2017,65,"NFL","Arizona Cardinals","Head Coach","NFL - Arizona Cardinals - Head Coach",FALSE,1,14,2,"NFL - Offensive Coordinator/Interim Head Coach","crd","Arizona Cardinals","NFL","8","8","0","","","","Arians,Bruce","2013","2019"
"/coaches/AriaBr0.htm",2019,67,"NFL","Tampa Bay Buccaneers","Head Coach","NFL - Tampa Bay Buccaneers - Head Coach",TRUE,1,15,3,"NFL - Head Coach","tam","Tampa Bay Buccaneers","NFL","7","9","0","",""," ","Arians,Bruce","2013","2019"
"/coaches/BateJi0.htm",1968,22,"College","Tennessee","Graduate Assistant","College - Tennessee - Graduate Assistant",TRUE,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1972,26,"College","Southern Miss","Assistant Coach","College - Southern Miss - Assistant Coach",TRUE,0,2,0,"College - Graduate Assistant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1973,27,"College","Villanova","Offensive Line","College - Villanova - Offensive Line",TRUE,0,3,0,"College - Assistant Coach",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1974,28,"College","Villanova","Linebackers","College - Villanova - Linebackers",TRUE,0,4,0,"College - Offensive Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1975,29,"College","Kansas State","Linebackers","College - Kansas State - Linebackers",TRUE,0,5,0,"College - Linebackers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1976,30,"College","Kansas State","Linebackers","College - Kansas State - Linebackers",FALSE,0,5,0,"College - Linebackers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1977,31,"College","West Virginia","Defensive Backs","College - West Virginia - Defensive Backs",TRUE,0,6,0,"College - Linebackers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1978,32,"College","Texas Tech","Defensive Backs","College - Texas Tech - Defensive Backs",TRUE,0,7,0,"College - Defensive Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1979,33,"College","Texas Tech","Defensive Backs","College - Texas Tech - Defensive Backs",FALSE,0,7,0,"College - Defensive Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1980,34,"College","Texas Tech","Defensive Coordinator","College - Texas Tech - Defensive Coordinator",TRUE,0,8,0,"College - Defensive Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1981,35,"College","Texas Tech","Defensive Coordinator","College - Texas Tech - Defensive Coordinator",FALSE,0,8,0,"College - Defensive Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1982,36,"College","Texas Tech","Defensive Coordinator","College - Texas Tech - Defensive Coordinator",FALSE,0,8,0,"College - Defensive Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1983,37,"College","Texas Tech","Defensive Coordinator","College - Texas Tech - Defensive Coordinator",FALSE,0,8,0,"College - Defensive Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1984,38,"USFL","San Antonio Gunslingers","Assistant Coach","USFL - San Antonio Gunslingers - Assistant Coach",TRUE,0,9,0,"College - Defensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1985,39,"USFL","San Antonio Gunslingers","Head Coach","USFL - San Antonio Gunslingers - Head Coach",TRUE,0,10,0,"USFL - Assistant Coach",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1989,43,"College","Tennessee","Linebackers","College - Tennessee - Linebackers",TRUE,0,11,0,"USFL - Head Coach",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1990,44,"College","Florida","Defensive Coordinator","College - Florida - Defensive Coordinator",TRUE,0,12,0,"College - Linebackers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1991,45,"NFL","Cleveland Browns","Defensive Line","NFL - Cleveland Browns - Defensive Line",TRUE,0,13,0,"College - Defensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1992,46,"NFL","Cleveland Browns","Defensive Line","NFL - Cleveland Browns - Defensive Line",FALSE,0,13,0,"College - Defensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1993,47,"NFL","Cleveland Browns","Defensive Line","NFL - Cleveland Browns - Defensive Line",FALSE,0,13,0,"College - Defensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1994,48,"NFL","Atlanta Falcons","Defensive Coordinator","NFL - Atlanta Falcons - Defensive Coordinator",TRUE,0,14,0,"NFL - Defensive Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1995,49,"NFL","Cleveland Browns","Defensive Backs","NFL - Cleveland Browns - Defensive Backs",TRUE,0,15,0,"NFL - Defensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1996,50,"NFL","Dallas Cowboys","Linebackers","NFL - Dallas Cowboys - Linebackers",TRUE,0,16,0,"NFL - Defensive Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1997,51,"NFL","Dallas Cowboys","Linebackers","NFL - Dallas Cowboys - Linebackers",FALSE,0,16,0,"NFL - Defensive Backs",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1998,52,"NFL","Dallas Cowboys","Defensive Line","NFL - Dallas Cowboys - Defensive Line",TRUE,0,17,0,"NFL - Linebackers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",1999,53,"NFL","Dallas Cowboys","Defensive Line","NFL - Dallas Cowboys - Defensive Line",FALSE,0,17,0,"NFL - Linebackers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",2000,54,"NFL","Miami Dolphins","Defensive Coordinator","NFL - Miami Dolphins - Defensive Coordinator",TRUE,0,18,0,"NFL - Defensive Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",2001,55,"NFL","Miami Dolphins","Defensive Coordinator","NFL - Miami Dolphins - Defensive Coordinator",FALSE,0,18,0,"NFL - Defensive Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",2002,56,"NFL","Miami Dolphins","Defensive Coordinator","NFL - Miami Dolphins - Defensive Coordinator",FALSE,0,18,0,"NFL - Defensive Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",2003,57,"NFL","Miami Dolphins","Defensive Coordinator","NFL - Miami Dolphins - Defensive Coordinator",FALSE,0,18,0,"NFL - Defensive Line",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",2004,58,"NFL","Miami Dolphins","Defensive Coordinator/Interim Head Coach","NFL - Miami Dolphins - Defensive Coordinator/Interim Head Coach",TRUE,1,19,1,"NFL - Defensive Coordinator","mia","Miami Dolphins","NFL","3","4","0","","","Coach starting week 11 ","Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",2004,58,"NFL","Miami Dolphins","Defensive Coordinator","NFL - Miami Dolphins - Defensive Coordinator",FALSE,0,18,0,"NFL - Defensive Line","mia","Miami Dolphins","NFL","3","4","0","","","Coach starting week 11 ","Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",2005,59,"NFL","Green Bay Packers","Defensive Coordinator","NFL - Green Bay Packers - Defensive Coordinator",TRUE,0,20,NA,"NFL - Defensive Coordinator/Interim Head Coach",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",2007,61,"NFL","Denver Broncos","Asst. Head Coach/Defense","NFL - Denver Broncos - Asst. Head Coach/Defense",TRUE,1,21,2,"NFL - Defensive Coordinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BateJi0.htm",2009,63,"NFL","Tampa Bay Buccaneers","Defensive Coordinator","NFL - Tampa Bay Buccaneers - Defensive Coordinator",TRUE,0,22,NA,"NFL - Asst. Head Coach/Defense",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bates,Jim","2004","2004"
"/coaches/BeliBi0.htm",1975,23,"NFL","Baltimore Colts","Special Assistant","NFL - Baltimore Colts - Special Assistant",TRUE,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belichick,Bill","1991","2019"
"/coaches/BeliBi0.htm",1976,24,"NFL","Detroit Lions","Asst. Special Teams","NFL - Detroit Lions - Asst. Special Teams",TRUE,0,2,0,"NFL - Special Assistant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belichick,Bill","1991","2019"
